0,host[2],host[2]-36,0,
0,host[2],host[2]-37,0,
0,host[2],host[2]-4,0,
0,host[2],host[2]-5,0,
0,host[2],host[2]-6,0,
0,host[2],host[2]-7,0,
0,host[2],host[2]-8,0,
0,host[2],host[2]-9,0,
0,host[3],host[3]-1,0,
0,host[3],host[3]-10,0,
0,host[3],host[3]-11,0,
0,host[3],host[3]-12,0,
0,host[3],host[3]-13,0,
0,host[3],host[3]-14,0,
0,host[3],host[3]-15,0,
0,host[3],host[3]-16,0,
0,host[3],host[3]-17,0,
0,host[3],host[3]-18,0,
0,host[3],host[3]-19,0,
0,host[3],host[3]-2,0,
0,host[3],host[3]-20,0,
0,host[3],host[3]-21,0,
0,host[3],host[3]-22,0,
0,host[3],host[3]-23,0,
0,host[3],host[3]-24,0,
0,host[3],host[3]-25,0,
0,host[3],host[3]-26,0,
0,host[3],host[3]-27,0,
0,host[3],host[3]-28,0,
0,host[3],host[3]-29,0,
0,host[3],host[3]-3,0,
0,host[3],host[3]-30,0,
0,host[3],host[3]-31,0,
0,host[3],host[3]-32,0,
0,host[3],host[3]-33,0,
0,host[3],host[3]-34,0,
0,host[3],host[3]-35,0,
0,host[3],host[3]-36,0,
0,host[3],host[3]-37,0,
0,host[3],host[3]-4,0,
0,host[3],host[3]-5,0,
0,host[3],host[3]-6,0,
0,host[3],host[3]-7,0,
0,host[3],host[3]-8,0,
0,host[3],host[3]-9,0,
0,host[4],host[4]-1,0,
0,host[4],host[4]-10,0,
0,host[4],host[4]-11,0,
0,host[4],host[4]-12,0,
0,host[4],host[4]-13,0,
0,host[4],host[4]-14,0,
0,host[4],host[4]-15,0,
0,host[4],host[4]-16,0,
0,host[4],host[4]-17,0,
0,host[4],host[4]-18,0,
0,host[4],host[4]-19,0,
0,host[4],host[4]-2,0,
0,host[4],host[4]-20,0,
0,host[4],host[4]-21,0,
0,host[4],host[4]-22,0,
0,host[4],host[4]-23,0,
0,host[4],host[4]-24,0,
0,host[4],host[4]-25,0,
0,host[4],host[4]-26,0,
0,host[4],host[4]-27,0,
0,host[4],host[4]-28,0,
0,host[4],host[4]-29,0,
0,host[4],host[4]-3,0,
0,host[4],host[4]-30,0,
0,host[4],host[4]-31,0,
0,host[4],host[4]-32,0,
0,host[4],host[4]-33,0,
0,host[4],host[4]-34,0,
0,host[4],host[4]-35,0,
0,host[4],host[4]-36,0,
0,host[4],host[4]-37,0,
0,host[4],host[4]-4,0,
0,host[4],host[4]-5,0,
0,host[4],host[4]-6,0,
0,host[4],host[4]-7,0,
0,host[4],host[4]-8,0,
0,host[4],host[4]-9,0,
0,host[5],host[5]-1,0,
0,host[5],host[5]-10,0,
0,host[5],host[5]-11,0,
0,host[5],host[5]-12,0,
0,host[5],host[5]-13,0,
0,host[5],host[5]-14,0,
0,host[5],host[5]-15,0,
0,host[5],host[5]-16,0,
0,host[5],host[5]-17,0,
0,host[5],host[5]-18,0,
0,host[5],host[5]-19,0,
0,host[5],host[5]-2,0,
0,host[5],host[5]-20,0,
0,host[5],host[5]-21,0,
0,host[5],host[5]-22,0,
0,host[5],host[5]-23,0,
0,host[5],host[5]-24,0,
0,host[5],host[5]-25,0,
0,host[5],host[5]-26,0,
0,host[5],host[5]-27,0,
0,host[5],host[5]-28,0,
0,host[5],host[5]-29,0,
0,host[5],host[5]-3,0,
0,host[5],host[5]-30,0,
0,host[5],host[5]-31,0,
0,host[5],host[5]-32,0,
0,host[5],host[5]-33,0,
0,host[5],host[5]-34,0,
0,host[5],host[5]-35,0,
0,host[5],host[5]-36,0,
0,host[5],host[5]-37,0,
0,host[5],host[5]-4,0,
0,host[5],host[5]-5,0,
0,host[5],host[5]-6,0,
0,host[5],host[5]-7,0,
0,host[5],host[5]-8,0,
0,host[5],host[5]-9,0,
0,host[6],host[6]-1,0,
0,host[6],host[6]-10,0,
0,host[6],host[6]-11,0,
0,host[6],host[6]-12,0,
0,host[6],host[6]-13,0,
0,host[6],host[6]-14,0,
0,host[6],host[6]-15,0,
0,host[6],host[6]-16,0,
0,host[6],host[6]-17,0,
0,host[6],host[6]-18,0,
0,host[6],host[6]-19,0,
0,host[6],host[6]-2,0,
0,host[6],host[6]-20,0,
0,host[6],host[6]-21,0,
0,host[6],host[6]-22,0,
0,host[6],host[6]-23,0,
0,host[6],host[6]-24,0,
0,host[6],host[6]-25,0,
0,host[6],host[6]-26,0,
0,host[6],host[6]-27,0,
0,host[6],host[6]-28,0,
0,host[6],host[6]-29,0,
0,host[6],host[6]-3,0,
0,host[6],host[6]-30,0,
0,host[6],host[6]-31,0,
0,host[6],host[6]-32,0,
0,host[6],host[6]-33,0,
0,host[6],host[6]-34,0,
0,host[6],host[6]-35,0,
0,host[6],host[6]-36,0,
0,host[6],host[6]-37,0,
0,host[6],host[6]-4,0,
0,host[6],host[6]-5,0,
0,host[6],host[6]-6,0,
0,host[6],host[6]-7,0,
0,host[6],host[6]-8,0,
0,host[6],host[6]-9,0,
0,host[7],host[7]-1,0,
0,host[7],host[7]-10,0,
0,host[7],host[7]-11,0,
0,host[7],host[7]-12,0,
0,host[7],host[7]-13,0,
0,host[7],host[7]-14,0,
0,host[7],host[7]-15,0,
0,host[7],host[7]-16,0,
0,host[7],host[7]-17,0,
0,host[7],host[7]-18,0,
0,host[7],host[7]-19,0,
0,host[7],host[7]-2,0,
0,host[7],host[7]-20,0,
0,host[7],host[7]-21,0,
0,host[7],host[7]-22,0,
0,host[7],host[7]-23,0,
0,host[7],host[7]-24,0,
0,host[7],host[7]-25,0,
0,host[7],host[7]-26,0,
0,host[7],host[7]-27,0,
0,host[7],host[7]-28,0,
0,host[7],host[7]-29,0,
0,host[7],host[7]-3,0,
0,host[7],host[7]-30,0,
0,host[7],host[7]-31,0,
0,host[7],host[7]-32,0,
0,host[7],host[7]-33,0,
0,host[7],host[7]-34,0,
0,host[7],host[7]-35,0,
0,host[7],host[7]-36,0,
0,host[7],host[7]-37,0,
0,host[7],host[7]-4,0,
0,host[7],host[7]-5,0,
0,host[7],host[7]-6,0,
0,host[7],host[7]-7,0,
0,host[7],host[7]-8,0,
0,host[7],host[7]-9,0,
0,host[8],host[8]-1,0,
0,host[8],host[8]-10,0,
0,host[8],host[8]-11,0,
0,host[8],host[8]-12,0,
0,host[8],host[8]-13,0,
0,host[8],host[8]-14,0,
0,host[8],host[8]-15,0,
0,host[8],host[8]-16,0,
0,host[8],host[8]-17,0,
0,host[8],host[8]-18,0,
0,host[8],host[8]-19,0,
0,host[8],host[8]-2,0,
0,host[8],host[8]-20,0,
0,host[8],host[8]-21,0,
0,host[8],host[8]-22,0,
0,host[8],host[8]-23,0,
0,host[8],host[8]-24,0,
0,host[8],host[8]-25,0,
0,host[8],host[8]-26,0,
0,host[8],host[8]-27,0,
0,host[8],host[8]-28,0,
0,host[8],host[8]-29,0,
0,host[8],host[8]-3,0,
0,host[8],host[8]-30,0,
0,host[8],host[8]-31,0,
0,host[8],host[8]-32,0,
0,host[8],host[8]-33,0,
0,host[8],host[8]-34,0,
0,host[8],host[8]-35,0,
0,host[8],host[8]-36,0,
0,host[8],host[8]-37,0,
0,host[8],host[8]-4,0,
0,host[8],host[8]-5,0,
0,host[8],host[8]-6,0,
0,host[8],host[8]-7,0,
0,host[8],host[8]-8,0,
0,host[8],host[8]-9,0,
