0,host[1],host[1]-1,0,
0,host[1],host[1]-10,0,
0,host[1],host[1]-11,0,
0,host[1],host[1]-12,0,
0,host[1],host[1]-13,0,
0,host[1],host[1]-14,0,
0,host[1],host[1]-15,0,
0,host[1],host[1]-16,0,
0,host[1],host[1]-17,0,
0,host[1],host[1]-18,0,
0,host[1],host[1]-19,0,
0,host[1],host[1]-2,0,
0,host[1],host[1]-20,0,
0,host[1],host[1]-21,0,
0,host[1],host[1]-22,0,
0,host[1],host[1]-23,0,
0,host[1],host[1]-24,0,
0,host[1],host[1]-25,0,
0,host[1],host[1]-26,0,
0,host[1],host[1]-27,0,
0,host[1],host[1]-28,0,
0,host[1],host[1]-29,0,
0,host[1],host[1]-3,0,
0,host[1],host[1]-30,0,
0,host[1],host[1]-31,0,
0,host[1],host[1]-32,0,
0,host[1],host[1]-33,0,
0,host[1],host[1]-34,0,
0,host[1],host[1]-35,0,
0,host[1],host[1]-36,0,
0,host[1],host[1]-4,0,
0,host[1],host[1]-5,0,
0,host[1],host[1]-6,0,
0,host[1],host[1]-7,0,
0,host[1],host[1]-8,0,
0,host[1],host[1]-9,0,
0,host[2],host[2]-1,0,
0,host[2],host[2]-10,0,
0,host[2],host[2]-11,0,
0,host[2],host[2]-12,0,
0,host[2],host[2]-13,0,
0,host[2],host[2]-14,0,
0,host[2],host[2]-15,0,
0,host[2],host[2]-16,0,
0,host[2],host[2]-17,0,
0,host[2],host[2]-18,0,
0,host[2],host[2]-19,0,
0,host[2],host[2]-2,0,
0,host[2],host[2]-20,0,
0,host[2],host[2]-21,0,
0,host[2],host[2]-22,0,
0,host[2],host[2]-23,0,
0,host[2],host[2]-24,0,
0,host[2],host[2]-25,0,
0,host[2],host[2]-26,0,
0,host[2],host[2]-27,0,
0,host[2],host[2]-28,0,
0,host[2],host[2]-29,0,
0,host[2],host[2]-3,0,
0,host[2],host[2]-30,0,
0,host[2],host[2]-31,0,
0,host[2],host[2]-32,0,
0,host[2],host[2]-33,0,
0,host[2],host[2]-34,0,
0,host[2],host[2]-35,0,
